tile_id,lon,lat,pm25,x,y,predicted_value,predicted_variance,z_val,tile_sampled,pm25_percentile,n_measurements,gamma_attacks,proportion_gamma_attacks,p_value,med_pm25_detrended_15,med_pm25,min_lat,max_lat,min_lon,max_lon
50,116.4275,39.873,37.374651,451041.012420732,4413818.428412545,0.971487920625397,11.996851355251575,0.2795582737530817,0,,0.0,,,0.6100917881141411,,,39.87285,39.873149999999995,116.42734999999999,116.4276
51,116.4277,39.873,37.374651,451058.1160997678,4413818.318865981,1.0032275597035565,11.936211174844628,0.2894543963046556,0,,0.0,,,0.6138831633341914,,,39.87285,39.873149999999995,116.4276,116.42785
52,116.428,39.873,37.783704,451083.77161811886,4413818.154617909,1.0531729403046244,11.83548883772832,0.3052012912888558,0,,0.0,,,0.6198935755046556,,,39.87285,39.873149999999995,116.42785,116.42814999999999
53,116.4283,39.873,37.783704,451109.4271362302,4413817.990455968,1.1059221072937098,11.725156627710856,0.3220386890569706,0,,0.0,,,0.6262883075735508,,,39.87285,39.873149999999995,116.42814999999999,116.42845
54,116.4286,39.873,37.783704,451135.08265409776,4413817.826380154,1.1614910767571198,11.609268564520764,0.3399511499259849,0,,0.0,,,0.6330533420150575,,,39.87285,39.873149999999995,116.42845,116.42869999999999
55,116.4288,39.873,37.783704,451152.1863325427,4413817.717044128,1.2001135324918963,11.531734102240012,0.3524655378412146,0,,0.0,,,0.6377554204465923,,,39.87285,39.873149999999995,116.42869999999999,116.42895
56,116.4291,39.873,36.790981,451177.84185000986,4413817.553111863,1.260357643209402,11.41876465393728,0.372032872215352,0,,0.0,,,0.6450658126552553,,,39.87285,39.873149999999995,116.42895,116.42925
57,116.4294,39.873,36.790981,451203.4973672336,4413817.389265726,1.323210359792921,11.310459202434082,0.3924987724628475,0,,0.0,,,0.6526551409140608,,,39.87285,39.873149999999995,116.42925,116.42955
58,116.4297,39.873,36.790981,451229.152884216,4413817.225505719,1.3886107270930348,11.206131751887431,0.4138583431548034,0,,0.0,,,0.6605110734842263,,,39.87285,39.873149999999995,116.42955,116.4298
59,116.4299,39.873,36.790981,451246.2565620711,4413817.11638023,1.4336947979538486,11.139192633394998,0.4286081490876733,0,,0.0,,,0.665895792941518,,,39.87285,39.873149999999995,116.4298,116.43005
60,116.4302,39.873,36.790981,451271.912078654,4413816.95276377,1.5037411984906002,11.044388816990605,0.4515210809626606,0,,0.0,,,0.6741929825596654,,,39.87285,39.873149999999995,116.43005,116.43035
61,116.4305,39.873,37.783704,451297.56759499386,4413816.789233439,1.5769745365016772,10.95909889278728,0.4753965204587905,0,,0.0,,,0.6827478129513704,,,39.87285,39.873149999999995,116.43035,116.4306
62,116.4307,39.873,37.783704,451314.67127242073,4413816.680261066,1.6277264331361678,10.909289640758873,0.4918463187044782,0,,0.0,,,0.6885860052017705,,,39.87285,39.873149999999995,116.4306,116.43084999999999
63,116.431,39.873,37.783704,451340.3267883594,4413816.516874284,1.7069682098525192,10.847965912492551,0.517293704341961,0,,0.0,,,0.6975244259032872,,,39.87285,39.873149999999995,116.43084999999999,116.43115
64,116.4313,39.873,37.783704,451365.9823040575,4413816.35357363,1.790173354822706,10.806051425220025,0.5436074013087918,0,,0.0,,,0.7066441672328325,,,39.87285,39.873149999999995,116.43115,116.43145
65,116.4316,39.873,37.783704,451391.6378195174,4413816.190359103,1.8775756417419112,10.786955341989618,0.5707001061873209,0,,0.0,,,0.7158985265974527,,,39.87285,39.873149999999995,116.43145,116.4317
66,116.4318,39.873,37.783704,451408.7414963565,4413816.081597269,1.938301598268536,10.788239672985636,0.5891545235310334,0,,0.0,,,0.722121189708226,,,39.87285,39.873149999999995,116.4317,116.43195
67,116.4321,39.873,37.783704,451434.3970114159,4413815.918526291,2.0333156052303054,10.812458681101528,0.6173895049982383,0,,0.0,,,0.731511078630368,,,39.87285,39.873149999999995,116.43195,116.43225000000001
68,116.4324,39.873,37.783704,451460.0525262332,4413815.755541441,2.133408804908849,10.864063592630032,0.646288899033323,0,,0.0,,,0.7409538621306899,,,39.87285,39.873149999999995,116.43225000000001,116.43254999999999
69,116.4327,39.873,37.783704,451485.7080408105,4413815.592642721,2.23908446884807,10.942994266436944,0.6758991684278677,0,,0.0,,,0.7504476671284889,,,39.87285,39.873149999999995,116.43254999999999,116.4328
70,116.4329,39.873,37.783704,451502.8117170629,4413815.484091422,2.312906237828214,11.010504392181431,0.696071349324453,0,,0.0,,,0.7568079259685963,,,39.87285,39.873149999999995,116.4328,116.43305000000001
71,116.4332,39.873,36.511358,451528.4672312405,4413815.32133625,2.4290424692101764,11.133267598270324,0.7270292097077845,0,,0.0,,,0.7663959688515058,,,39.87285,39.873149999999995,116.43305000000001,116.43334999999999
72,116.4335,39.873,36.511358,451554.1227451808,4413815.158667205,2.5518238022983084,11.279861897882244,0.7588473186300865,1,16.59364731653888,2.0,0.0,0.0,0.7760280520409897,11.760229385431405,56.66489184455119,39.87285,39.873149999999995,116.43334999999999,116.4336
73,116.4337,39.873,36.511358,451571.22642100713,4413815.050269024,2.637286094630676,11.388943603796946,0.7805285382505232,0,,0.0,,,0.7824600818131862,,,39.87285,39.873149999999995,116.4336,116.43385
74,116.434,39.873,44.527722,451596.8819345461,4413814.887743528,2.7706309495127472,11.56545598673475,0.8137592336670031,0,,0.0,,,0.7921085533648402,,,39.87285,39.873149999999995,116.43385,116.43414999999999
75,116.4343,39.873,44.527722,451622.53744784585,4413814.725304159,2.9097918459570384,11.751659814262627,0.8478810650801641,0,,0.0,,,0.8017478946665715,,,39.87285,39.873149999999995,116.43414999999999,116.43445
76,116.4346,39.873,44.527722,451648.19296090864,4413814.56295092,3.054334432956037,11.941324633468827,0.8829488771380628,0,,0.0,,,0.8113680531619285,,,39.87285,39.873149999999995,116.43445,116.43469999999999
77,116.4348,39.873,44.527722,451665.2966361503,4413814.454763276,3.1535071049739485,12.06710866331365,0.9068839884457354,0,,0.0,,,0.8177659254225434,,,39.87285,39.873149999999995,116.43469999999999,116.43495
78,116.4351,39.873,44.527722,451690.9521488126,4413814.292553585,3.30629900447422,12.251804511627316,0.9436740098990092,0,,0.0,,,0.8273318703817083,,,39.87285,39.873149999999995,116.43495,116.43525
79,116.4354,39.873,44.527722,451716.60766123823,4413814.130430021,3.4637904762408533,12.42905834396018,0.981593124172431,0,,0.0,,,0.8368498318886454,,,39.87285,39.873149999999995,116.43525,116.43555
80,116.4357,39.873,44.527722,451742.2631734231,4413813.968392586,3.625864861542352,12.596679413938103,1.0207056399995504,0,,0.0,,,0.8463030392003048,,,39.87285,39.873149999999995,116.43555,116.4358
81,116.4359,39.873,44.527722,451759.3668480811,4413813.860415478,3.736394017676669,12.702281906953829,1.04746632632849,0,,0.0,,,0.8525577224759286,,,39.87285,39.873149999999995,116.4358,116.43605
82,116.4362,39.873,44.527722,451785.0223598684,4413813.69852159,3.905739350155697,12.850549969539593,1.0886462964196135,0,,0.0,,,0.8618450537306546,,,39.87285,39.873149999999995,116.43605,116.43635
83,116.4365,39.873,44.527722,451810.67787141737,4413813.536713832,4.078985643401366,12.985689490402727,1.131043162478646,0,,0.0,,,0.8709815374984072,,,39.87285,39.873149999999995,116.43635,116.4366
84,116.4367,39.873,44.527722,451827.7815456539,4413813.428889842,4.1963231952038855,13.067946246324276,1.1599367096617377,0,,0.0,,,0.8769627123736734,,,39.87285,39.873149999999995,116.4366,116.43684999999999
85,116.437,39.873,44.527722,451853.4370568059,4413813.267225631,4.374298047155553,13.178658392267732,1.2040798109787487,0,,0.0,,,0.8857206338290088,,,39.87285,39.873149999999995,116.43684999999999,116.43715
86,116.4373,39.873,43.534998,451879.0925677199,4413813.105647548,4.553201458690185,13.272967042103096,1.2489005065836911,0,,0.0,,,0.8941492668423495,,,39.87285,39.873149999999995,116.43715,116.43745
87,116.4376,39.873,44.527722,451904.7480783982,4413812.944155593,4.73075392142509,13.349789752280834,1.2938966251666053,0,,0.0,,,0.9021494348047854,,,39.87285,39.873149999999995,116.43745,116.4377
88,116.4378,39.873,44.527722,451921.8517520487,4413812.836542139,4.846866914153379,13.391259379871506,1.323621625283592,0,,0.0,,,0.9071856302816188,,,39.87285,39.873149999999995,116.4377,116.43795
89,116.4381,39.873,46.11938,451947.5072623308,4413812.675193733,5.0146794589375,13.44034345945392,1.366976523670201,0,,0.0,,,0.9141836679332898,,,39.87285,39.873149999999995,116.43795,116.43825000000001
90,116.4384,39.873,46.11938,451973.1627723733,4413812.513931453,5.170132939691696,13.47817520872453,1.4074000190174598,0,,0.0,,,0.9203455972115404,,,39.87285,39.873149999999995,116.43825000000001,116.43854999999999
91,116.4387,39.873,46.11938,451998.8182821804,4413812.352755304,5.306969223417142,13.511503822613347,1.4428894032792268,0,,0.0,,,0.925474185644264,,,39.87285,39.873149999999995,116.43854999999999,116.4388
92,116.4389,39.873,46.11938,452015.9219552526,4413812.245352386,5.38548532596104,13.53273408913548,1.463100666321117,0,,0.0,,,0.9282800822099676,,,39.87285,39.873149999999995,116.4388,116.43905000000001
93,116.4392,39.873,46.11938,452041.5774646622,4413812.084319782,5.48367215639671,13.56204995443451,1.488180352009105,0,,0.0,,,0.9316483313038312,,,39.87285,39.873149999999995,116.43905000000001,116.43934999999999
94,116.4395,39.873,46.11938,452067.23297383473,4413811.923373309,5.560469217218315,13.58796916531386,1.50759405771322,0,,0.0,,,0.9341707727327192,,,39.87285,39.873149999999995,116.43934999999999,116.4396
95,116.4397,39.873,46.11938,452084.3366464855,4413811.816123507,5.601583751557482,13.604333979405205,1.5178340009690945,0,,0.0,,,0.9354718743535496,,,39.87285,39.873149999999995,116.4396,116.43985
96,116.44,39.873,46.11938,452109.99215526535,4413811.655320581,5.651143238175401,13.62978162808384,1.529840406369082,0,,0.0,,,0.9369718813714826,,,39.87285,39.873149999999995,116.43985,116.44014999999999
97,116.4403,39.873,46.11938,452135.6476638063,4413811.494603782,5.689707559955864,13.658775177739535,1.5386505403410664,0,,0.0,,,0.9380551835032735,,,39.87285,39.873149999999995,116.44014999999999,116.44045
98,116.4406,39.873,46.11938,452161.3031721128,4413811.333973111,5.720923317595554,13.6931944498551,1.5451512514436712,0,,0.0,,,0.9388451587061012,,,39.87285,39.873149999999995,116.44045,116.44069999999999
99,116.4408,39.873,46.11938,452178.4068441829,4413811.226933848,5.739223954972692,13.71952085930212,1.548608836986885,0,,0.0,,,0.93926210983981,,,39.87285,39.873149999999995,116.44069999999999,116.44095
100,116.4411,39.873,46.11938,452204.06235209526,4413811.066446723,5.764875706501074,13.763712893290114,1.5530350454126325,0,,0.0,,,0.939792618815818,,,39.87285,39.873149999999995,116.44095,116.44125
101,116.4414,39.873,46.11938,452229.7178597693,4413810.906045729,5.790257823940453,13.812122834631593,1.5571406868594544,0,,0.0,,,0.9402814565472246,,,39.87285,39.873149999999995,116.44125,116.44155
102,116.4417,39.873,46.11938,452255.3733672071,4413810.745730862,5.81701868657797,13.862378671009012,1.5615030975783082,0,,0.0,,,0.9407974532217857,,,39.87285,39.873149999999995,116.44155,116.4418
103,116.4419,39.873,46.11938,452272.47703870415,4413810.638902134,5.836243646976942,13.895563975087564,1.5647947557636996,0,,0.0,,,0.9411844790999662,,,39.87285,39.873149999999995,116.4418,116.44205
104,116.4422,39.873,46.11938,452298.1325457487,4413810.478730814,5.867858406235132,13.942920531831556,1.5706017921693212,0,,0.0,,,0.9418624132846204,,,39.87285,39.873149999999995,116.44205,116.44235
105,116.4425,39.873,46.11938,452323.78805255744,4413810.318645623,5.903442615076638,13.9853423789142,1.5777331860327106,0,,0.0,,,0.9426865405315826,,,39.87285,39.873149999999995,116.44235,116.4426
106,116.4427,39.873,46.11938,452340.8917236331,4413810.211970013,5.9296471412496645,14.009938182754343,1.5833486156789691,0,,0.0,,,0.9433289860695176,,,39.87285,39.873149999999995,116.4426,116.44284999999999
107,116.443,39.873,46.11938,452366.5472300492,4413810.052028366,5.973000719244583,14.040136251785691,1.593215093193137,0,,0.0,,,0.9444440267844038,,,39.87285,39.873149999999995,116.44284999999999,116.44315
108,116.4433,39.873,46.11938,452392.2027362319,4413809.892172852,6.021544139053632,14.061078035288585,1.6049737948497855,0,,0.0,,,0.9457502141031696,,,39.87285,39.873149999999995,116.44315,116.44345
109,116.4436,39.873,46.11938,452417.8582421771,4413809.732403464,6.075634786628196,14.07136538664935,1.6188066303158906,0,,0.0,,,0.9472555624445268,,,39.87285,39.873149999999995,116.44345,116.4437
110,116.4438,39.873,46.11938,452434.9619126773,4413809.6259383885,6.114957888501656,14.07142872742648,1.6292858199699756,0,,0.0,,,0.9483737367170948,,,39.87285,39.873149999999995,116.4437,116.44395
111,116.4441,39.873,46.11938,452460.6174182327,4413809.466312547,6.179116799669135,14.059297021993851,1.6470996119196577,0,,0.0,,,0.9502312135524074,,,39.87285,39.873149999999995,116.44395,116.44425000000001
112,116.4444,39.873,46.11938,452486.272923551,4413809.306772835,6.249807142423038,14.028568775226606,1.6677760744481855,0,,0.0,,,0.9523199064500998,,,39.87285,39.873149999999995,116.44425000000001,116.44454999999999
113,116.4447,39.873,46.11938,452511.9284286344,4413809.147319251,6.32740297099552,13.973761938357496,1.6918013048908234,0,,0.0,,,0.9546580676371612,,,39.87285,39.873149999999995,116.44454999999999,116.4448
114,116.4449,39.873,46.11938,452529.0320985603,4413809.04106471,6.383263671811715,13.922450914586978,1.7098869157940446,0,,0.0,,,0.9563566067973146,,,39.87285,39.873149999999995,116.4448,116.44505000000001
115,116.4452,39.873,46.11938,452554.6876032547,4413808.881754674,6.474063594080317,13.826537906902908,1.740226354155501,0,,0.0,,,0.9590903601134028,,,39.87285,39.873149999999995,116.44505000000001,116.44534999999999
116,116.4455,39.873,44.836527,452580.34310771234,4413808.7225307645,6.574556614946166,13.715718391119236,1.7743773034325887,0,,0.0,,,0.9619996192423378,,,39.87285,39.873149999999995,116.44534999999999,116.4456
117,116.4457,39.873,44.836527,452597.4467772213,4413808.616429341,6.647660140499317,13.637612784757406,1.7992467950938211,0,,0.0,,,0.964010174917068,,,39.87285,39.873149999999995,116.4456,116.44585000000001
118,116.446,39.873,44.836527,452623.1022812884,4413808.457348979,6.767481291547702,13.518450181180588,1.8397483328719884,0,,0.0,,,0.9670974029812984,,,39.87285,39.873149999999995,116.44585000000001,116.44614999999999
119,116.4463,39.873,44.836527,452648.7577851212,4413808.298354745,6.900573049298434,13.40037790182502,1.884193059868064,0,,0.0,,,0.9702305670139602,,,39.87285,39.873149999999995,116.44614999999999,116.44645
120,116.4466,39.873,46.11938,452674.41328872216,4413808.139446639,7.04796257481589,13.286180919048268,1.9327090607616264,0,,0.0,,,0.9733639758087416,,,39.87285,39.873149999999995,116.44645,116.44669999999999
121,116.4468,39.873,46.11938,452691.5169576588,4413808.033555751,7.15457111309545,13.213285548917865,1.967361214913654,0,,0.0,,,0.9754292087986984,,,39.87285,39.873149999999995,116.44669999999999,116.44695
122,116.4471,39.873,46.11938,452717.17246086994,4413807.874791192,7.327445173788875,13.110343112955205,2.0228144140464384,0,,0.0,,,0.978453857488705,,,39.87285,39.873149999999995,116.44695,116.44725
123,116.4474,39.873,46.11938,452742.8279638452,4413807.716112761,7.516178004732831,13.017220256187088,2.0823473800031738,0,,0.0,,,0.9813446244556188,,,39.87285,39.873149999999995,116.44725,116.44749999999999
124,116.4476,39.873,46.11938,452759.93163236405,4413807.61037499,7.650848830396296,12.962046987219662,2.124180063966284,0,,0.0,,,0.9831724551970346,,,39.87285,39.873149999999995,116.44749999999999,116.44775
125,116.4479,39.873,46.11938,452785.5871349522,4413807.451840106,7.865848474571234,12.89202518348311,2.189820255376073,0,,0.0,,,0.985731362430358,,,39.87285,39.873149999999995,116.44775,116.44805
126,116.4482,39.873,46.11938,452811.2426373047,4413807.29339135,8.095471737417391,12.839885661104924,2.258343792485672,0,,0.0,,,0.9880378829784892,,,39.87285,39.873149999999995,116.44805,116.44835
127,116.4485,39.873,46.11938,452836.8981394262,4413807.135028722,8.337832368829565,12.80877692180712,2.328803197295219,1,87.29463307776561,14.0,2.0,0.1428571428571428,0.9900652530209196,8.130793783825268,56.75009115755809,39.87285,39.873149999999995,116.44835,116.4486
128,116.4487,39.873,46.11938,452854.00180737686,4413807.029501486,8.505349803610327,12.801416986799332,2.37629250698461,0,,0.0,,,0.9912562031329412,,,39.87285,39.873149999999995,116.4486,116.44885
129,116.449,39.873,46.11938,452879.65730910766,4413806.871282404,8.763708733702634,12.81487997226425,2.447215521693125,0,,0.0,,,0.9928017638127768,,,39.87285,39.873149999999995,116.44885,116.44915
130,116.4493,39.873,46.11938,452905.3128106055,4413806.713149451,9.028016755894749,12.862756119645145,2.5163528156316755,1,87.29463307776561,17.0,0.0,0.0,0.994071179232664,9.195357284191005,64.5057572865239,39.87285,39.873149999999995,116.44915,116.44945
131,116.4496,39.873,49.68847,452930.9683118727,4413806.555102627,9.294555736456084,12.951492939666569,2.5817805535399665,1,93.95399780941948,17.0,1.0,0.0588235294117647,0.9950853968260334,16.722752904620684,72.0230630893762,39.87285,39.873149999999995,116.44945,116.4497
