tile_id,lon,lat,pm25,x,y,predicted_value,predicted_variance,z_val,tile_sampled,pm25_percentile,n_measurements,gamma_attacks,proportion_gamma_attacks,p_value,med_pm25_detrended_15,med_pm25,min_lat,max_lat,min_lon,max_lon
33,116.413,39.9131,38.786265,449830.2406590401,4418277.139903476,1.2852907491251775,4.16626165589373,0.6188476264187733,0,,0.0,,,0.7319916281681175,,,39.912949999999995,39.913250000000005,116.41284999999999,116.41315
34,116.4133,39.9131,38.786265,449855.88124159415,4418276.971392208,1.2879559819951358,4.160911740298676,0.6205519367709467,0,,0.0,,,0.7325527641706809,,,39.912949999999995,39.913250000000005,116.41315,116.41345000000001
35,116.4136,39.9131,38.786265,449881.5218239001,4418276.802967089,1.2903660393479053,4.156830300901726,0.6220385888939165,0,,0.0,,,0.7330417529201487,,,39.912949999999995,39.913250000000005,116.41345000000001,116.4137
36,116.4138,39.9131,38.786265,449898.6155453015,4418276.690731539,1.2918431423074623,4.154770621066627,0.6229174189611038,0,,0.0,,,0.7333306046665435,,,39.912949999999995,39.913250000000005,116.4137,116.41395
37,116.4141,39.9131,38.786265,449924.2561272,4418276.522450008,1.2938606053316102,4.152660205832275,0.6240657010634196,0,,0.0,,,0.7337077810169079,,,39.912949999999995,39.913250000000005,116.41395,116.41425000000001
38,116.4144,39.9131,38.786265,449949.8967088506,4418276.354254628,1.2956749661180635,4.151877650730555,0.6250149442033873,0,,0.0,,,0.7340193750326547,,,39.912949999999995,39.913250000000005,116.41425000000001,116.41454999999999
39,116.4147,39.9131,38.786265,449975.5372902557,4418276.186145398,1.297372003750767,4.152680468732787,0.6257872998080113,0,,0.0,,,0.7342727684376992,,,39.912949999999995,39.913250000000005,116.41454999999999,116.4148
40,116.4149,39.9131,38.786265,449992.6310110568,4418276.0741204405,1.2984863440878482,4.154179605462652,0.6262211072470903,0,,0.0,,,0.7344150377145184,,,39.912949999999995,39.913250000000005,116.4148,116.41505000000001
41,116.4152,39.9131,38.786265,450018.2715920553,4418275.906154796,1.3001967035675406,4.157901477106197,0.6267795534656486,0,,0.0,,,0.7345981259951935,,,39.912949999999995,39.913250000000005,116.41505000000001,116.41534999999999
42,116.4155,39.9131,38.786265,450043.91217280633,4418275.738275304,1.3020100544970712,4.163384010698458,0.6272554386386892,0,,0.0,,,0.734754095823915,,,39.912949999999995,39.913250000000005,116.41534999999999,116.4156
43,116.4157,39.9131,38.786265,450061.0058931716,4418275.626403504,1.303285940278485,4.168020247772261,0.6275314346367784,0,,0.0,,,0.7348445312949043,,,39.912949999999995,39.913250000000005,116.4156,116.41585
44,116.416,39.9131,38.786265,450086.6464735143,4418275.458667597,1.3052591668585984,4.176463811733283,0.6278623181880987,0,,0.0,,,0.7349529310992939,,,39.912949999999995,39.913250000000005,116.41585,116.41615
45,116.4163,39.9131,38.786265,450112.28705361433,4418275.291017841,1.3071701956035051,4.186682849823519,0.6280295615855102,0,,0.0,,,0.7350077126589801,,,39.912949999999995,39.913250000000005,116.41615,116.41645
46,116.4166,39.9131,38.786265,450137.9276334675,4418275.123454236,1.308770655368919,4.1985174515822274,0.6279248877726021,0,,0.0,,,0.7349734268087178,,,39.912949999999995,39.913250000000005,116.41645,116.41669999999999
47,116.4168,39.9131,38.786265,450155.0213532344,4418275.011793027,1.3095061350593904,4.207112276417913,0.6276417312476908,0,,0.0,,,0.7348806677505204,,,39.912949999999995,39.913250000000005,116.41669999999999,116.41695
48,116.4171,39.9131,38.786265,450180.66193268215,4418274.844373008,1.3098674941909678,4.22062105248765,0.6268123860544184,0,,0.0,,,0.7346088882647208,,,39.912949999999995,39.913250000000005,116.41695,116.41725
49,116.4174,39.9131,38.786265,450206.3025118833,4418274.677039139,1.309083109240116,4.234251289491493,0.6254215153255328,0,,0.0,,,0.7341527776056473,,,39.912949999999995,39.913250000000005,116.41725,116.41755
50,116.4177,39.9131,38.786265,450231.9430908403,4418274.509791422,1.306909518175711,4.247284734515298,0.6234064935727782,0,,0.0,,,0.7334912840715926,,,39.912949999999995,39.913250000000005,116.41755,116.4178
51,116.4179,39.9131,38.786265,450249.03681001,4418274.3983408045,1.3046105879148429,4.255320962214413,0.6217031122930868,0,,0.0,,,0.732931447617894,,,39.912949999999995,39.913250000000005,116.4178,116.41805
52,116.4182,39.9131,38.786265,450274.67738856014,4418274.231236672,1.2999108273790414,4.266105642199192,0.6186413734556124,0,,0.0,,,0.7319236801835556,,,39.912949999999995,39.913250000000005,116.41805,116.41835
53,116.4185,39.9131,38.786265,450300.3179668685,4418274.064218692,1.2938977442602664,4.275253463577235,0.6150710146521337,0,,0.0,,,0.7307460884472036,,,39.912949999999995,39.913250000000005,116.41835,116.4186
54,116.4187,39.9131,38.786265,450317.4116856046,4418273.952921232,1.28931346660224,4.280489638336669,0.6124789344928431,0,,0.0,,,0.729889534402505,,,39.912949999999995,39.913250000000005,116.4186,116.41884999999999
55,116.419,39.9131,38.786265,450343.0522635046,4418273.7860468365,1.2819171686985684,4.28752664366333,0.6084041091354011,0,,0.0,,,0.7285402565898964,,,39.912949999999995,39.913250000000005,116.41884999999999,116.41915
56,116.4193,39.9131,38.786265,450368.6928411632,4418273.619258592,1.2742989320739968,4.294190811184006,0.6042555096790976,0,,0.0,,,0.7271631096953313,,,39.912949999999995,39.913250000000005,116.41915,116.41945000000001
57,116.4196,39.9131,38.786265,450394.3334185761,4418273.452556497,1.2667735338609245,4.300737931092727,0.6001666400191394,0,,0.0,,,0.7258024080279818,,,39.912949999999995,39.913250000000005,116.41945000000001,116.4197
58,116.4198,39.9131,38.786265,450411.4271367168,4418273.341469631,1.2619255047702138,4.305012570307271,0.5975320341446451,0,,0.0,,,0.7249238869560706,,,39.912949999999995,39.913250000000005,116.4197,116.41995
59,116.4201,39.9131,38.786265,450437.0677137243,4418273.174911122,1.255048063522351,4.311075345774103,0.5937993903377752,0,,0.0,,,0.7236768515617571,,,39.912949999999995,39.913250000000005,116.41995,116.42025000000001
60,116.4204,39.9131,38.786265,450462.7082904908,4418273.008438763,1.2487270940580368,4.316224961628691,0.5904025510640345,0,,0.0,,,0.7225395996497698,,,39.912949999999995,39.913250000000005,116.42025000000001,116.42054999999999
61,116.4207,39.9131,38.786265,450488.3488670121,4418272.8420525575,1.242913760601843,4.319811374638424,0.5873604144316301,0,,0.0,,,0.7215191630010267,,,39.912949999999995,39.913250000000005,116.42054999999999,116.4208
62,116.4209,39.9131,38.786265,450505.4425845588,4418272.73117628,1.2392434443679838,4.32118312681205,0.5855015387952064,0,,0.0,,,0.7208947338871329,,,39.912949999999995,39.913250000000005,116.4208,116.42105000000001
63,116.4212,39.9131,38.786265,450531.08316067536,4418272.56493366,1.2338659652229873,4.3217813984510425,0.5828743038130426,0,,0.0,,,0.720011039976094,,,39.912949999999995,39.913250000000005,116.42105000000001,116.42134999999999
64,116.4215,39.9131,38.786265,450556.7237365494,4418272.398777189,1.228334143754853,4.320620873351054,0.5802912713942172,0,,0.0,,,0.7191408936771084,,,39.912949999999995,39.913250000000005,116.42134999999999,116.4216
65,116.4217,39.9131,38.786265,450573.8174536668,4418272.2880540695,1.2243694821323667,4.318727173171663,0.5785107023843656,0,,0.0,,,0.7185403130567481,,,39.912949999999995,39.913250000000005,116.4216,116.42185
66,116.422,39.9131,38.786265,450599.4580291366,4418272.122041184,1.21775014135345,4.313891150733338,0.5756478909447322,0,,0.0,,,0.7175733982185504,,,39.912949999999995,39.913250000000005,116.42185,116.42215
67,116.4223,39.9131,38.786265,450625.09860436624,4418271.956114449,1.2101167544233085,4.3065862621143545,0.5724575647734657,0,,0.0,,,0.7164939866217491,,,39.912949999999995,39.913250000000005,116.42215,116.42245
68,116.4226,39.9131,38.786265,450650.73917935154,4418271.790273865,1.2013635387082795,4.297380227421042,0.5688479465597589,0,,0.0,,,0.7152703334032894,,,39.912949999999995,39.913250000000005,116.42245,116.42269999999999
69,116.4228,39.9131,38.786265,450667.8328958724,4418271.679761337,1.1949170732119336,4.2906285284625785,0.5661831830327295,0,,0.0,,,0.7143653696349513,,,39.912949999999995,39.913250000000005,116.42269999999999,116.42295
70,116.4231,39.9131,38.786265,450693.4734704565,4418271.514064337,1.184399185923172,4.280034599591072,0.5617994652686271,0,,0.0,,,0.7128736717625727,,,39.912949999999995,39.913250000000005,116.42295,116.42325
71,116.4234,39.9131,38.786265,450719.1140447965,4418271.34845349,1.1729298730215652,4.269207389479535,0.5569605040461899,0,,0.0,,,0.7112227927399393,,,39.912949999999995,39.913250000000005,116.42325,116.42355
72,116.4237,39.9131,38.786265,450744.7546188969,4418271.182928794,1.1605844368775668,4.25849890060278,0.5516778977624776,0,,0.0,,,0.7094154722369252,,,39.912949999999995,39.913250000000005,116.42355,116.4238
73,116.4239,39.9131,38.786265,450761.848334829,4418271.072626856,1.1519061331432077,4.251600728187145,0.5479164587313876,0,,0.0,,,0.7081253664864986,,,39.912949999999995,39.913250000000005,116.4238,116.42405
74,116.4242,39.9131,38.786265,450787.4889085246,4418270.907245744,1.138244118477804,4.241831540451621,0.5419136095126954,0,,0.0,,,0.706060989580835,,,39.912949999999995,39.913250000000005,116.42405,116.42435
75,116.4245,39.9131,38.786265,450813.1294819789,4418270.741950783,1.1237822897370464,4.233038657613829,0.5354470924524609,0,,0.0,,,0.7038296332696008,,,39.912949999999995,39.913250000000005,116.42435,116.4246
76,116.4247,39.9131,38.786265,450830.2231974817,4418270.631802003,1.1136459118896904,4.2279547776953,0.5308392509132455,0,,0.0,,,0.7022349110765405,,,39.912949999999995,39.913250000000005,116.4246,116.42484999999999
77,116.425,39.9131,38.786265,450855.8637705361,4418270.466650626,1.0975812796858393,4.221921986562332,0.5234000187068302,0,,0.0,,,0.6996520444121376,,,39.912949999999995,39.913250000000005,116.42484999999999,116.42515
78,116.4253,39.9131,38.786265,450881.5043433473,4418270.3015854,1.080365494083528,4.217883868563132,0.5152678898301184,0,,0.0,,,0.6968170830160156,,,39.912949999999995,39.913250000000005,116.42515,116.42545
79,116.4256,39.9131,38.786265,450907.1449159196,4418270.136606325,1.0618859676557393,4.21555737732782,0.506409622231701,0,,0.0,,,0.6937154394673686,,,39.912949999999995,39.913250000000005,116.42545,116.4257
80,116.4258,39.9131,38.786265,450924.2386308311,4418270.026668137,1.0487927528416665,4.214790183025199,0.5000780943497862,0,,0.0,,,0.6914899550499805,,,39.912949999999995,39.913250000000005,116.4257,116.42595
81,116.4261,39.9131,38.786265,450949.8792030022,4418269.861832646,1.0278563538113057,4.214574486645204,0.4898926533940627,0,,0.0,,,0.6878950690266677,,,39.912949999999995,39.913250000000005,116.42595,116.42625000000001
82,116.4264,39.9131,38.786265,450975.51977493055,4418269.697083306,1.0052209303923447,4.215238519910814,0.4788290918049903,0,,0.0,,,0.6839698906191609,,,39.912949999999995,39.913250000000005,116.42625000000001,116.42654999999999
83,116.4267,39.9131,38.786265,451001.16034661833,4418269.532420117,0.9808531707467008,4.216617902689118,0.4668839696431061,0,,0.0,,,0.6797085525602233,,,39.912949999999995,39.913250000000005,116.42654999999999,116.4268
84,116.4269,39.9131,38.786265,451018.25406094623,4418269.422692521,0.9637247423283054,4.217917212756843,0.4584720064998543,0,,0.0,,,0.6766933151634676,,,39.912949999999995,39.913250000000005,116.4268,116.42705000000001
85,116.4272,39.9131,38.786265,451043.8946322336,4418269.258172916,0.9369417656975484,4.220444847244853,0.445297634043578,0,,0.0,,,0.6719476612757163,,,39.912949999999995,39.913250000000005,116.42705000000001,116.42734999999999
86,116.4275,39.9131,37.513919,451069.5352032807,4418269.093739462,0.9091833433619928,4.223619980586063,0.4316234282577059,0,,0.0,,,0.6669924360363654,,,39.912949999999995,39.913250000000005,116.42734999999999,116.4276
87,116.4277,39.9131,37.513919,451086.6289171795,4418268.984165021,0.8903238939165956,4.226038600732544,0.4223258236803774,0,,0.0,,,0.6636063941618296,,,39.912949999999995,39.913250000000005,116.4276,116.42785
88,116.428,39.9131,37.513919,451112.2694878266,4418268.819875152,0.8617983266864832,4.230077126368754,0.4082546957999174,0,,0.0,,,0.6584566518862395,,,39.912949999999995,39.913250000000005,116.42785,116.42814999999999
89,116.4283,39.9131,37.513919,451137.9100582362,4418268.655671435,0.8333818389352367,4.234745045846622,0.3942207998895206,0,,0.0,,,0.6532909847636916,,,39.912949999999995,39.913250000000005,116.42814999999999,116.42845
90,116.4286,39.9131,37.513919,451163.5506284039,4418268.491553866,0.8055600487619968,4.24036906693778,0.3804484169915456,1,34.1897233201581,1.0,0.0,0.0,0.6481937099455212,0.050194582643428,81.74086972104877,39.912949999999995,39.913250000000005,116.42845,116.42869999999999
91,116.4288,39.9131,37.513919,451180.6443417166,4418268.382190016,0.7875774085995727,4.244794924347551,0.371521818806572,1,34.1897233201581,1.0,0.0,0.0,0.6448755460330982,-1.5482038593320908,65.15647800142088,39.912949999999995,39.913250000000005,116.42869999999999,116.42895
92,116.4291,39.9131,37.513919,451206.28491148725,4418268.218216034,0.7618469533024443,4.252836377721441,0.358693466208953,1,34.1897233201581,3.0,0.0,0.0,0.6400877916084342,-1.0967011170869585,32.94939338786882,39.912949999999995,39.913250000000005,116.42895,116.42925
93,116.4294,39.9131,37.513919,451231.9254810164,4418268.054328201,0.7374738450537933,4.262353488488249,0.346487242734203,0,,0.0,,,0.6355117150054099,,,39.912949999999995,39.913250000000005,116.42925,116.42955
94,116.4297,39.9131,37.513919,451257.5660503063,4418267.89052652,0.713956087346138,4.27258180173647,0.3346946575333853,0,,0.0,,,0.6310722840364691,,,39.912949999999995,39.913250000000005,116.42955,116.4298
95,116.4299,39.9131,37.513919,451274.6597630341,4418267.781373261,0.6986771257553577,4.279661690533067,0.3270320417724063,0,,0.0,,,0.628178174668798,,,39.912949999999995,39.913250000000005,116.4298,116.43005
96,116.4302,39.9131,37.513919,451300.30033192784,4418267.617715163,0.6763407146633164,4.29063788150923,0.3158301525134499,0,,0.0,,,0.6239342848814222,,,39.912949999999995,39.913250000000005,116.43005,116.43035
97,116.4305,39.9131,37.513919,451325.9409005804,4418267.454143216,0.6547267356367018,4.302088090606848,0.3049889176995776,0,,0.0,,,0.6198127035666668,,,39.912949999999995,39.913250000000005,116.43035,116.4306
98,116.4307,39.9131,37.513919,451343.0346128835,4418267.345143113,0.6407330093318215,4.310007427099164,0.2979680560210633,0,,0.0,,,0.6171362277983117,,,39.912949999999995,39.913250000000005,116.4306,116.43084999999999
99,116.431,39.9131,37.513919,451368.6751811383,4418267.181714751,0.6203718640872143,4.322306346042312,0.2877501803731819,0,,0.0,,,0.6132310123309648,,,39.912949999999995,39.913250000000005,116.43084999999999,116.43115
100,116.4313,39.9131,37.513919,451394.3157491544,4418267.018372539,0.6007537744982525,4.335048662240579,0.2779046061974228,0,,0.0,,,0.609457206050246,,,39.912949999999995,39.913250000000005,116.43115,116.43145
101,116.4316,39.9131,37.513919,451419.9563169343,4418266.855116478,0.5818474436664329,4.348131825127664,0.2684193564726781,0,,0.0,,,0.6058117291447335,,,39.912949999999995,39.913250000000005,116.43145,116.4317
102,116.4318,39.9131,37.513919,451437.0500286545,4418266.746326965,0.5696162780776824,4.356985406589466,0.2622868059013639,0,,0.0,,,0.603449833289956,,,39.912949999999995,39.913250000000005,116.4317,116.43195
103,116.4321,39.9131,37.513919,451462.6905960373,4418266.583214489,0.5517914024773041,4.3703766681836855,0.2533582344971269,0,,0.0,,,0.6000043005122724,,,39.912949999999995,39.913250000000005,116.43195,116.43225000000001
104,116.4324,39.9131,37.513919,451488.3311631799,4418266.420188163,0.5345514458802156,4.383805530671945,0.2447358884809906,0,,0.0,,,0.5966695310537357,,,39.912949999999995,39.913250000000005,116.43225000000001,116.43254999999999
105,116.4327,39.9131,37.513919,451513.9717300845,4418266.257247988,0.5178588432233242,4.397177303375019,0.2364030455550014,0,,0.0,,,0.5934400334244293,,,39.912949999999995,39.913250000000005,116.43254999999999,116.4328
106,116.4329,39.9131,37.513919,451531.06544122274,4418266.148669065,0.5070197781937237,4.406020820577359,0.2310018892101995,0,,0.0,,,0.5913433328280518,,,39.912949999999995,39.913250000000005,116.4328,116.43305000000001
107,116.4332,39.9131,37.513919,451556.70600773103,4418265.985872474,0.4911760685649195,4.419133377201739,0.2231220944190097,0,,0.0,,,0.5882797585446058,,,39.912949999999995,39.913250000000005,116.43305000000001,116.43334999999999
108,116.4335,39.9131,37.513919,451582.3465740038,4418265.823162033,0.4758082200014934,4.432023992215177,0.2154975631817079,0,,0.0,,,0.5853102941320054,,,39.912949999999995,39.913250000000005,116.43334999999999,116.4336
109,116.4337,39.9131,37.513919,451599.4402847197,4418265.714736267,0.4658155095201537,4.440483012901646,0.2105501337232137,0,,0.0,,,0.5833808362880677,,,39.912949999999995,39.913250000000005,116.4336,116.43385
110,116.434,39.9131,37.513919,451625.0808505945,4418265.552169411,0.451189541199529,4.45297255930219,0.203323595082562,0,,0.0,,,0.5805589427611366,,,39.912949999999995,39.913250000000005,116.43385,116.43414999999999
111,116.4343,39.9131,37.513919,451650.72141623206,4418265.389688704,0.4369839508327169,4.465248390697093,0.1963213270944759,0,,0.0,,,0.577820665208564,,,39.912949999999995,39.913250000000005,116.43414999999999,116.43445
112,116.4346,39.9131,37.513919,451676.3619816346,4418265.227294148,0.4231831825027622,4.47733686362161,0.1895339325456187,0,,0.0,,,0.5751628186443412,,,39.912949999999995,39.913250000000005,116.43445,116.43469999999999
113,116.4348,39.9131,37.513919,451693.4556917705,4418265.119078973,0.4141985036914648,4.48528517546708,0.185123562784982,0,,0.0,,,0.5734339397045021,,,39.912949999999995,39.913250000000005,116.43469999999999,116.43495
114,116.4351,39.9131,37.513919,451719.0962567759,4418264.956828001,0.4010267993446597,4.4969841340580015,0.1786713226744244,0,,0.0,,,0.5709021060010425,,,39.912949999999995,39.913250000000005,116.43495,116.43525
115,116.4354,39.9131,37.513919,451744.7368215466,4418264.7946631815,0.388194799711506,4.508298975932501,0.1724034764459112,0,,0.0,,,0.5684398303532701,,,39.912949999999995,39.913250000000005,116.43525,116.43555
116,116.4357,39.9131,37.513919,451770.3773860785,4418264.63258451,0.3756725063169224,4.5190816672761525,0.1663070833753331,0,,0.0,,,0.5660423540264929,,,39.912949999999995,39.913250000000005,116.43555,116.4358
117,116.4359,39.9131,37.513919,451787.4710956356,4418264.524579925,0.3674840342338698,4.525907948269955,0.1623325996027261,0,,0.0,,,0.5644780278198904,,,39.912949999999995,39.913250000000005,116.4358,116.43605
118,116.4362,39.9131,37.513919,451813.1116597732,4418264.362644837,0.3554280878082353,4.535527163037007,0.1564994406460108,0,,0.0,,,0.5621803199446738,,,39.912949999999995,39.913250000000005,116.43605,116.43635
119,116.4365,39.9131,37.513919,451838.7522236744,4418264.200795901,0.34363585775402,4.544340717325869,0.1508158810443453,0,,0.0,,,0.559939520849577,,,39.912949999999995,39.913250000000005,116.43635,116.4366
120,116.4367,39.9131,37.104866,451855.8459328136,4418264.092944471,0.3359194765264672,4.549749693438774,0.1471086107271637,0,,0.0,,,0.5584768532760609,,,39.912949999999995,39.913250000000005,116.4366,116.43684999999999
121,116.437,39.9131,37.104866,451881.4864963211,4418263.93123912,0.324564970987401,4.557156711960883,0.1416701170198593,0,,0.0,,,0.556329710007349,,,39.912949999999995,39.913250000000005,116.43684999999999,116.43715
122,116.4373,39.9131,37.513919,451907.1270595926,4418263.7696199175,0.3134819382417702,4.563732158024674,0.1363800377802067,0,,0.0,,,0.5542395731159282,,,39.912949999999995,39.913250000000005,116.43715,116.43745
123,116.4376,39.9131,37.513919,451932.7676226304,4418263.608086866,0.3026824160272945,4.569517795871488,0.1312416025374758,0,,0.0,,,0.5522079067541695,,,39.912949999999995,39.913250000000005,116.43745,116.4377
124,116.4378,39.9131,37.513919,451949.8613311883,4418263.500446027,0.295647502214761,4.572966881513983,0.1279023735877333,0,,0.0,,,0.5508868836874913,,,39.912949999999995,39.913250000000005,116.4377,116.43795
125,116.4381,39.9131,37.513919,451975.5018938332,4418263.339056559,0.2853545138401084,4.57758788313344,0.1230269349575935,0,,0.0,,,0.5489571155145535,,,39.912949999999995,39.913250000000005,116.43795,116.43825000000001
